Tracking Number,Reference Number(s),Status,Manifest Date,Shipper Name,Shipper City,Shipper State/Province,Shipper Country,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper Postal Code,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z30151R0343294829,658633,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,SUGARCREEK,OH,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,THE RECEIVING BUSINESS WAS CLOSED.,YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,15,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,1900 ST ROUTE 39,,,44681,,,,7/26/2017,4:43 AM,Prepaid,,658633,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0343305003,658633,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,SUGARCREEK,OH,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,THE RECEIVING BUSINESS WAS CLOSED.,YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,15,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,1900 ST ROUTE 39,,,44681,,,,7/26/2017,4:45 AM,Prepaid,,658633,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0343308199,DM45870|00658647|DM45870|00658647|10158544|MEM0000000932427,In Transit,7/21/2017,,MEMPHIS,TN,US,,ALBUQUERQUE,NM,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/26/2017,By End Of Day,12,30,20,,DM45870,658647,,10158544,MEM0000000932427,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,87122,,,,7/21/2017,6:02 PM,Prepaid,DM45870,658647,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.70 LBS
1Z30151R0343371076,1045-1669|00658880|1045-1669|00658880|10158283|MEM0000000924787,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,10:26 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,11,,7/25/2017,By End Of Day,11,30,12,,1045-1669,658880,,10158283,MEM0000000924787,,,,,,NO,,UPS will Pick up,,,,EDWARDS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,375 SANCTUARY RD WEST,,,34120,,,,7/25/2017,10:26 AM,Prepaid,1045-1669,658880,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.00 LBS
1Z30151R0343385614,TWJC|00658648|TWJC|00658648|10158539|MEM0000000932429,Delivered,7/21/2017,,MEMPHIS,TN,US,,EPHRAIM,WI,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,GARAGE,UPS will Deliver,3:34 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/25/2017,By End Of Day,21,23,10,,TWJC,658648,,10158539,MEM0000000932429,,,,,,NO,,UPS will Pick up,,,,CAIN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,54211,,,,7/25/2017,3:34 PM,Prepaid,TWJC,658648,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,5.10 LBS
1Z30151R0343390206,FAX 7-19-17|00658875|FAX 7-19-17|00658875|10158526|MEM0000000935165,In Transit,7/21/2017,,MEMPHIS,TN,US,,BODEGA BAY,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/27/2017,By End Of Day,12,30,20,,FAX 7-19-17,658875,,10158526,MEM0000000935165,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,94923,,,,7/21/2017,5:54 PM,Prepaid,FAX 7-19-17,658875,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,22.60 LBS
1Z30151R0343395756,413858MJ|00658640|413858MJ|00658640|10158499|MEM0000000940297,Delivered,7/21/2017,,MEMPHIS,TN,US,,CAPE GIRARDEAU,MO,US,UPS Ground,7/24/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/24/2017,No Value,PORCH,UPS will Deliver,2:11 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/24/2017,By End Of Day,8,20,15,,413858MJ,658640,,10158499,MEM0000000940297,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,63703,,,,7/24/2017,2:11 PM,Prepaid,413858MJ,658640,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,7.50 LBS
1Z30151R0343397665,658638,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,PRESCOTT,AZ,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,18,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,86305,,,,7/26/2017,6:38 AM,Prepaid,,658638,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0343407359,458963KD|00658641|458963KD|00658641|10158364|MEM0000000935204,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,HAMMONDSPORT,NY,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,128709,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/26/2017,By End Of Day,15,30,12,,458963KD,658641,,10158364,MEM0000000935204,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,14840,,,,7/26/2017,6:44 AM,Freight Collect,458963KD,658641,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343422010,FAX 7-19-17|00658875|FAX 7-19-17|00658875|10158526|MEM0000000935166,In Transit,7/21/2017,,MEMPHIS,TN,US,,BODEGA BAY,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/27/2017,By End Of Day,12,30,20,,FAX 7-19-17,658875,,10158526,MEM0000000935166,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,94923,,,,7/21/2017,5:47 PM,Prepaid,FAX 7-19-17,658875,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,20.90 LBS
1Z30151R0343435515,658268,In Transit,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,81155,,,,7/26/2017,5:33 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0343435677,1705406|00658310|1705406|00658310|10158533|MEM0000000906980,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,WINTER,WI,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/26/2017,By End Of Day,9,35,12,,1705406,658310,,10158533,MEM0000000906980,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,54896,,,,7/26/2017,5:05 AM,Prepaid,1705406,658310,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z30151R0343442276,658635,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,12:25 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,DO,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,34102,,,,7/25/2017,12:25 PM,Prepaid,,658635,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343469784,658268,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,81155,,,,7/26/2017,8:14 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0343495764,658633,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,SUGARCREEK,OH,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,THE RECEIVING BUSINESS WAS CLOSED.,YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,15,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,1900 ST ROUTE 39,,,44681,,,,7/26/2017,4:48 AM,Prepaid,,658633,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.00 LBS
1Z30151R0343502148,658268,In Transit,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,81155,,,,7/26/2017,5:31 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0343508839,658268,In Transit,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,81155,,,,7/26/2017,5:17 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343509954,658638,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,PRESCOTT,AZ,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,18,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,86305,,,,7/26/2017,4:11 AM,Prepaid,,658638,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343521485,658635,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,12:25 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,DO,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,34102,,,,7/25/2017,12:25 PM,Prepaid,,658635,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343533150,658642,In Transit,7/21/2017,,MEMPHIS,TN,US,,SILVER CITY,NM,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/26/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,88061,,,,7/21/2017,6:29 PM,Prepaid,,658642,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343533883,658638,In Transit,7/21/2017,,MEMPHIS,TN,US,,PRESCOTT,AZ,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,18,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,86305,,,,7/24/2017,10:06 PM,Prepaid,,658638,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0343578648,1045-1669|00658880|1045-1669|00658880|10158283|MEM0000000924784,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,10:26 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,11,,7/25/2017,By End Of Day,9,35,11,,1045-1669,658880,,10158283,MEM0000000924784,,,,,,NO,,UPS will Pick up,,,,EDWARDS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,375 SANCTUARY RD WEST,,,34120,,,,7/25/2017,10:26 AM,Prepaid,1045-1669,658880,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.00 LBS
1Z30151R0343592748,458963KD|00658641|458963KD|00658641|10158364|MEM0000000935204,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,HAMMONDSPORT,NY,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,128709,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/26/2017,By End Of Day,,,,,458963KD,658641,,10158364,MEM0000000935204,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,14840,,,,7/26/2017,6:43 AM,Freight Collect,458963KD,658641,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343593498,FAX 7-19-17|00658875|FAX 7-19-17|00658875|10158526|MEM0000000935154,In Transit,7/21/2017,,MEMPHIS,TN,US,,BODEGA BAY,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/27/2017,By End Of Day,10,23,12,,FAX 7-19-17,658875,,10158526,MEM0000000935154,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,94923,,,,7/21/2017,5:54 PM,Prepaid,FAX 7-19-17,658875,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,5.70 LBS
1Z30151R0343606661,15894|00658306|15894|00658306|ORD136516|MEM0000000906986,Delivered,7/21/2017,,MEMPHIS,TN,US,,SHIPSHEWANA,IN,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,10:34 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,12,30,20,,15894,658306,,ORD136516,MEM0000000906986,,,,,,NO,,UPS will Pick up,,,,HOCHSTEDLER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,PO BOX 639,,,46565,,,,7/25/2017,10:34 AM,Prepaid,15894,658306,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,33.20 LBS
1Z30151R0343607795,458963KD|00658641|458963KD|00658641|10158364|MEM0000000935200,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,HAMMONDSPORT,NY,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,128709,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/26/2017,By End Of Day,,,,,458963KD,658641,,10158364,MEM0000000935200,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,14840,,,,7/26/2017,6:43 AM,Freight Collect,458963KD,658641,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343682632,00658308|00658308,Delivered,7/21/2017,,MEMPHIS,TN,US,,HARTLAND,WI,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,GARAGE,UPS will Deliver,11:02 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/25/2017,By End Of Day,,,,,,658308,,,,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,53029,,,,7/25/2017,11:02 AM,Prepaid,,658308,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.00 LBS
